"b_value","critical_slope_value"
19.8601558631392,0.05
15.6903733306182,0.0599999999999999
7.82883994557132,0.13
4.85003521075031,0.21
16.7788856273619,0.0599999999999999
6.96504052865191,0.14
14.1145933219618,0.07
7.1234623902325,0.14
7.81955407230107,0.13
6.6848332297567,0.15
3.7763659624772,0.26
0.489279366272781,0.9
1.84649936202915,0.54
2.27184832003185,0.44
18.6258992852337,0.05
8.64047558783671,0.12
12.1008392078082,0.08
2.66270362857435,0.38
12.5768748532389,0.08
1.73220834714547,0.58
4.44957008683012,0.22
14.2356608405931,0.07
7.18330107210389,0.14
11.9180538423873,0.08
4.06480164986258,0.25
16.9305005547565,0.0599999999999999
1.62913306889179,0.61
9.66947489382308,0.1
11.7458833763394,0.09
15.441369345608,0.0599999999999999
9.92598829701054,0.1
12.2854824367961,0.08
6.17837229542735,0.16
11.2099849075042,0.09
18.1098631138622,0.0599999999999999
15.3611485669026,0.07
0.500428834453771,0.9
6.69819625361553,0.15
17.1176105615352,0.0599999999999999
6.03018576189243,0.17
0.756214072205891,0.9
6.95077482698339,0.14
9.92264464019008,0.1
0.944345979869191,0.9
7.41724336940827,0.13
18.7321960394263,0.05
1.39543670901726,0.72
9.56225782457259,0.1
3.09017545012489,0.32
3.3661737975888,0.3
10.5244215872615,0.1
1.6689127905868,0.6
6.10045876562323,0.16
6.24496973883527,0.16
13.4558555989411,0.07
6.96081532723764,0.14
1.15452110333432,0.87
5.0328618957059,0.2
7.29154018028452,0.14
15.8015729384527,0.0599999999999999
11.8573498147319,0.08
5.37933501315472,0.19
14.4889300929968,0.07
4.64341540128231,0.22
3.3895709837422,0.3
12.9501780396112,0.08
0.724259831037813,0.9
6.08735239622494,0.16
2.11524003143845,0.47
4.07271955364715,0.25
2.84721558347731,0.35
16.9413123360323,0.0599999999999999
4.29520755649326,0.23
5.89056270122434,0.17
8.41986274617273,0.12
6.7661861086447,0.15
16.1166115300102,0.0599999999999999
4.87474718160561,0.21
12.2379559447743,0.08
1.35048202900337,0.74
1.91464358641167,0.52
10.4576237620614,0.1
9.22281992314064,0.11
6.93870216160386,0.14
10.1802221870674,0.1
8.75479641079732,0.11
1.74227726110842,0.57
7.20025927723555,0.14
1.41817898382887,0.71
5.2419762632702,0.19
14.5387357309586,0.07
4.87781613356261,0.21
1.32446471459086,0.76
0.519047056379966,0.9
12.015777879356,0.08
8.60417684390556,0.12
7.95487391735199,0.13
6.61251336118309,0.15
4.60602318701366,0.22
8.68712561470336,0.12
9.85369487625004,0.1
5.05864073033472,0.2
4.39437441218304,0.23
15.3424039535224,0.07
20.7865933792523,0.05
7.69379854186051,0.13
24.9860371236585,0.04
3.23343020744445,0.31
7.90239724433178,0.13
1.40222315469366,0.71
3.24427051940949,0.31
15.6604400997054,0.0599999999999999
2.74414697936534,0.36
22.7202986812964,0.04
5.75268954502885,0.17
7.10584247312397,0.14
3.92595206888209,0.25
1.02001745255082,0.9
2.39479110380498,0.42
12.7651439867526,0.08
6.95503020393481,0.14
4.33041059997045,0.23
11.6310503579635,0.09
5.50526481242995,0.18
3.67209987951235,0.27
13.0685838328532,0.08
12.6187742208913,0.08
8.01318672121659,0.12
16.8687602367204,0.0599999999999999
6.58161187002357,0.15
1.412342722498,0.71
2.57109464803385,0.39
18.6692746801439,0.05
8.15185285072268,0.12
10.1315042758295,0.1
4.82445474406352,0.21
17.8310423904024,0.0599999999999999
15.3299869296499,0.07
5.9225105437845,0.17
14.4334716988286,0.07
8.11742727742682,0.12
1.9064779773782,0.52
0.619894901659055,0.9
1.60167724729171,0.62
6.30214601756705,0.16
4.06075998813067,0.25
0.491614392031056,0.9
12.7348697672248,0.08
21.9576316668499,0.05
1.17697473485555,0.85
5.53351517544745,0.18
2.25847574787751,0.44
10.9271471985,0.09
19.7151214379357,0.05
5.24710818983696,0.19
11.6220747738832,0.09
10.1029474330448,0.1
23.0600226186345,0.04
3.16020153262094,0.32
24.0836189363968,0.04
2.41305214566639,0.41
5.59222810323348,0.18
0.699602350447817,0.9
0.662030675151624,0.9
8.80970617110182,0.11
21.8326960599766,0.05
11.3179949887956,0.09
13.0753955646784,0.08
10.8311729838601,0.09
4.00071358003398,0.25
6.21020401635315,0.16
15.6196837498163,0.0599999999999999
5.02151253002973,0.2
9.26839577532046,0.11
15.3997497841855,0.07
5.12075071051688,0.2
5.11394375784783,0.2
17.8922536702034,0.0599999999999999
16.81707865079,0.0599999999999999
25.9773100381441,0.04
7.62284087200002,0.13
6.41455805588144,0.16
0.868421116235224,0.9
6.15910312977011,0.16
5.23104788027745,0.19
10.879070476922,0.09
16.2182904577572,0.0599999999999999
7.42135756217541,0.13
0.660292966851655,0.9
1.70842642699369,0.59
18.9763144428658,0.05
2.96567300951309,0.34
3.66891495029758,0.27
6.72124170792409,0.15
1.42385077464264,0.7
0.506910370416255,0.9
6.60852531661274,0.15
11.9978321918712,0.08
1.71663196400875,0.58
8.09687848708953,0.12
11.3434682682675,0.09
3.24489781113431,0.31
12.7257878167163,0.08
11.2370492702097,0.09
2.38008165231859,0.42
5.07811497745339,0.2
0.344160448017252,0.9
7.95526876783005,0.13
12.4688759045697,0.08
6.69260903091118,0.15
4.73991497986732,0.21
10.5208881883779,0.1
9.54371877077819,0.1
18.1934127312876,0.0599999999999999
3.69994748000675,0.27
4.94376585848805,0.2
27.4711616058034,0.04
2.69323639587821,0.37
12.3000664824502,0.08
8.40611020750264,0.12
10.1942987357545,0.1
4.99994064898358,0.2
14.249258716876,0.07
10.4603184954783,0.1
5.33812388628404,0.19
11.0596891419604,0.09
4.75612824438955,0.21
4.21830346736885,0.24
18.7928583591127,0.05
2.38707748049101,0.42
8.69250093512233,0.12
10.4917271631512,0.1
0.510021365630432,0.9
9.98996448148272,0.1
20.7440591415896,0.05
17.5400416714593,0.0599999999999999
16.1215841053209,0.0599999999999999
2.4083354432887,0.42
7.92976362503859,0.13
4.21730066791351,0.24
11.3058050862077,0.09
1.97899671166351,0.51
0.638909991742553,0.9
11.7292638692351,0.09
5.9617238465928,0.17
14.0665128032672,0.07
16.0079625218585,0.0599999999999999
9.22406391138695,0.11
5.84086389720469,0.17
5.54685273183783,0.18
2.70313794674636,0.37
7.80335441493528,0.13
14.6505511169574,0.07
8.32948588415882,0.12
10.4721654140661,0.1
1.03634110105343,0.9
8.39099674881145,0.12
10.1684327241188,0.1
9.02254005577726,0.11
19.8771679105437,0.05
15.6529551813438,0.0599999999999999
7.75581480386048,0.13
4.74021256416202,0.21
16.7647086464806,0.0599999999999999
7.02014025348227,0.14
14.1611020377362,0.07
7.09445599270123,0.14
7.81352132589444,0.13
6.68590375188247,0.15
3.80783398337496,0.26
0.492473814839802,0.9
1.82531338867428,0.55
2.3319676388377,0.43
18.6193959931539,0.05
8.63232699541665,0.12
12.1076564597037,0.08
2.64245345028969,0.38
12.5795488613292,0.08
1.80473317965708,0.55
4.4441075189433,0.23
14.2907964495344,0.07
7.14061046063546,0.14
11.917210554526,0.08
4.06422016761839,0.25
16.9308772980601,0.0599999999999999
1.60438625874118,0.62
9.65664659915288,0.1
11.7184012878564,0.09
19.9220417775455,0.05
15.3226480254238,0.07
10.0731440497872,0.1
12.2885276857322,0.08
6.25795954490812,0.16
11.1888843935381,0.09
18.1059683927484,0.0599999999999999
15.3436642824623,0.07
0.510050161587337,0.9
6.70315279055846,0.15
17.1378011416668,0.0599999999999999
6.01843509383378,0.17
0.750619343239932,0.9
6.91063022340784,0.14
9.91479704954722,0.1
0.967671906142807,0.9
7.45492766855614,0.13
18.7268152840307,0.05
1.44893491221791,0.69
9.51141439999035,0.11
3.12647722538253,0.32
3.3616520110472,0.3
10.6568157275978,0.09
1.68954946193909,0.59
6.08972985774322,0.16
6.35914441634766,0.16
22.6400192071267,0.04
13.4547828467061,0.07
6.91784917180291,0.14
1.14681985975249,0.87
4.80937587581175,0.21
7.34797959691371,0.14
16.1200114890948,0.0599999999999999
12.2554991690736,0.08
10.4815104628429,0.1
14.6170862701552,0.07
11.9492261636343,0.08
9.77489806999022,0.1
15.334260480465,0.07
15.6546737223538,0.0599999999999999
12.7421199998502,0.08
11.6308770310644,0.09
13.0736889661122,0.08
12.6058382253524,0.08
8.18788720107435,0.12
10.1538264527229,0.1
15.3370538021964,0.07
14.4868674635642,0.07
12.7831487101735,0.08
10.2985477537135,0.1
13.0569698435009,0.08
10.8453181561934,0.09
15.433173918548,0.0599999999999999
10.8786497932288,0.09
16.1822326516715,0.0599999999999999
11.947136521887,0.08
11.3413676630137,0.09
12.8258203392508,0.08
11.2313134554076,0.09
12.4680302891581,0.08
10.5255132452478,0.1
9.61140192601153,0.1
12.3133636614261,0.08
14.238612850406,0.07
10.6323358981035,0.09
16.1227514453043,0.0599999999999999
7.94022703479136,0.13
11.42532318629,0.09
11.6434791646906,0.09
14.0846866910105,0.07
14.6525285178238,0.07
15.7179296909158,0.0599999999999999
16.8257195468035,0.0599999999999999
14.1156271202957,0.07
12.1134465278091,0.08
12.4609070576937,0.08
14.0709880692316,0.07
11.9171081745281,0.08
11.7366130939751,0.09
15.5182628449221,0.0599999999999999
12.2615930812545,0.08
11.1872299697912,0.09
15.3889847553889,0.07
10.6467683359989,0.09
13.4599088258972,0.07
15.7911535297442,0.0599999999999999
11.8501254297567,0.08
12.9523814271695,0.08
12.5741280667115,0.08
12.8906278711524,0.08
12.6688621124847,0.08
17.4670588602231,0.0599999999999999
13.8058402408045,0.07
14.1864690208284,0.07
16.4944361709207,0.0599999999999999
11.9394991488076,0.08
10.8669366658839,0.09
9.95029651964429,0.1
16.0254699109241,0.0599999999999999
18.9152714575408,0.05
14.6435771908337,0.07
9.52651573839205,0.11
12.8396279840099,0.08
11.7700590676647,0.09
10.596217708325,0.09
10.2801879729737,0.1
14.6228993424182,0.07
13.9679894539632,0.07
11.9644752843438,0.08
10.3594136806109,0.1
10.1803607826686,0.1
12.948012078838,0.08
13.8284784972005,0.07
11.8734959821397,0.08
11.0447725243855,0.09
13.852805293159,0.07
10.2979868550628,0.1
15.168125142451,0.07
11.880714505388,0.08
12.2149716950124,0.08
12.4973709754373,0.08
14.8300539809101,0.07
12.7151799941473,0.08
11.0146107992789,0.09
10.9816164664642,0.09
12.6492834404458,0.08
10.8687102247244,0.09
14.960825566079,0.07
12.0071004087548,0.08
14.9426032141235,0.07
13.2344981111851,0.08
10.1560025681729,0.1
9.63767089342196,0.1
14.4831985086801,0.07
12.9409336800576,0.08
15.5523099739274,0.0599999999999999
9.76231130850177,0.1
11.5432649750316,0.09
12.3642653601796,0.08
12.0873565633132,0.08
9.18844113834244,0.11
10.9746401445988,0.09
13.1636400532519,0.08
14.6293828098366,0.07
12.3006116889644,0.08
13.6370271311817,0.07
15.8992963205356,0.0599999999999999
13.465523617422,0.07
16.4331430803635,0.0599999999999999
12.5418110931518,0.08
14.6780507338958,0.07
13.1747786493505,0.08
16.20655706065,0.0599999999999999
10.8861018155345,0.09
13.4589684703805,0.07
12.4380051383472,0.08
13.1785804292672,0.08
14.9824326510815,0.07
14.0476447226479,0.07
13.6037462025795,0.07
13.7802575519515,0.07
9.45906379174331,0.11
14.8341872422101,0.07
11.3578656637588,0.09
14.1365704181357,0.07
10.9609428415251,0.09
17.8245902752141,0.0599999999999999
13.2585998228209,0.08
12.4611038219773,0.08
15.7780041221915,0.0599999999999999
12.1529950143917,0.08
14.1791616864396,0.07
16.6794936524717,0.0599999999999999
14.4039717773791,0.07
12.5848434393364,0.08
11.8524006533541,0.08
12.1909536589443,0.08
9.65796073611441,0.1
14.9031362207241,0.07
13.3174335852389,0.08
11.5808212064521,0.09
12.1582236485547,0.08
16.1051932251799,0.0599999999999999
16.4622475083954,0.0599999999999999
11.8846986184504,0.08
13.9161053130706,0.07
13.8254024331798,0.07
10.7858994792694,0.09
14.2918154501744,0.07
10.6425533561208,0.09
14.7536280023478,0.07
15.9869035419773,0.0599999999999999
10.5054697821147,0.1
10.7462193862637,0.09
11.9546700618167,0.08
14.4062211288289,0.07
14.287007681093,0.07
10.4981335371948,0.1
11.9486601736336,0.08
12.3068365096754,0.08
14.1300597996717,0.07
11.3855089690564,0.09
13.9525448846043,0.07
11.5056075148187,0.09
14.3762119381963,0.07
12.7177233601288,0.08
12.4862182219595,0.08
13.0823804869406,0.08
14.1474817751447,0.07
13.3444841631407,0.08
11.3320053127127,0.09
10.9895694885423,0.09
15.1549277554183,0.07
12.8321568399603,0.08
13.0849105229789,0.08
10.7768588292301,0.09
12.5828786890192,0.08
10.5533933703982,0.09
13.2081316042624,0.08
15.0488050694917,0.07
17.1053754245052,0.0599999999999999
13.0482044204792,0.08
13.9830221401772,0.07
10.8062174541712,0.09
12.3946737990986,0.08
15.8825106313771,0.0599999999999999
10.7553775064287,0.09
13.190231353208,0.08
13.2796117890178,0.08
10.7708592805065,0.09
14.6210949894543,0.07
15.8203330726207,0.0599999999999999
11.7616292509511,0.09
16.0895537853226,0.0599999999999999
14.1228732458333,0.07
14.5954800656133,0.07
10.9448546339831,0.09
10.9675092755197,0.09
16.521380591865,0.0599999999999999
15.217020145444,0.07
12.2195327771579,0.08
12.7851855260766,0.08
11.2538527996652,0.09
12.8739691637469,0.08
11.7147873448494,0.09
12.8802317804093,0.08
12.5998301124976,0.08
11.023559115498,0.09
11.6066063503784,0.09
15.820921858585,0.0599999999999999
14.5345555621936,0.07
10.3594668860275,0.1
12.4427349443884,0.08
15.229138042763,0.07
11.3409800646913,0.09
11.0435052898008,0.09
13.892203264508,0.07
15.2597109088685,0.07
13.4664369895692,0.07
14.0496526214361,0.07
13.4926820547669,0.07
15.1286306221486,0.07
15.24359026974,0.07
11.8360357218634,0.08
13.4807804178378,0.07
15.6938915162758,0.0599999999999999
13.9105590861942,0.07
13.8663262946217,0.07
11.8418249222411,0.08
15.0064040623593,0.07
12.9289125278244,0.08
14.1533870801856,0.07
10.9861491194563,0.09
11.579819661261,0.09
10.475931133032,0.1
14.0188859457563,0.07
13.6462028025006,0.07
13.6379331065029,0.07
12.8708529939732,0.08
15.5872227087238,0.0599999999999999
13.094795400847,0.08
16.0173542805233,0.0599999999999999
4.30011248518799,0.23
5.85787321719584,0.17
4.81498782961613,0.21
6.9409524781263,0.14
7.20083740510509,0.14
5.15038480523331,0.19
4.88599603040196,0.2
6.456800903706,0.15
4.66141972727616,0.21
5.04657206407145,0.2
4.4024169375974,0.23
7.37757274624931,0.14
7.92529683621753,0.13
3.35830845897799,0.3
5.75076076782213,0.17
7.11049870480304,0.14
3.88912512093196,0.26
6.94798067379256,0.14
4.34189016360544,0.23
3.76502981300368,0.27
7.98350802748688,0.13
6.58920025136034,0.15
4.83731283440686,0.21
5.99669977728743,0.17
6.3109158602211,0.16
4.06515088223303,0.25
5.24305359379555,0.19
11.6873936106719,0.09
3.10121562725362,0.32
5.54468003194244,0.18
6.21041880152302,0.16
5.01618743926859,0.2
5.12032922078059,0.2
5.13006706701699,0.19
7.62003966683844,0.13
6.41506323160073,0.16
6.03559686323921,0.17
5.28440363086446,0.19
7.41845974071941,0.13
3.57737398190833,0.28
6.66499113291235,0.15
6.60668076848522,0.15
8.14490252397445,0.12
5.05826601456466,0.2
6.7272199900081,0.15
4.73678364508889,0.21
4.9437835547816,0.2
4.97527338639992,0.2
5.33187364182606,0.19
4.76879040145703,0.21
8.65295978026457,0.12
5.95319885179255,0.17
9.26564248735612,0.11
5.82808852386221,0.17
5.57880057405716,0.18
7.77709488610692,0.13
8.53340389209486,0.12
4.77207278907983,0.21
7.00182772935813,0.14
7.15550028831432,0.14
7.82123937165125,0.13
6.68429403971866,0.15
4.45060965999493,0.22
4.06580569533608,0.25
9.44282945676008,0.11
6.69001418527242,0.15
6.08050747048128,0.16
7.43150489569424,0.13
3.11824536138028,0.32
6.35180336949106,0.16
4.84097059139064,0.21
7.42700490267954,0.13
5.41604654864361,0.18
4.64682833929729,0.22
4.49241668194902,0.22
4.74202641532277,0.21
7.81877594189898,0.13
3.06938872881135,0.33
4.03379886801849,0.25
7.03511409624858,0.14
4.5513808837599,0.22
6.11947354933866,0.16
6.40073236950178,0.16
4.92348618358419,0.2
9.12409971136843,0.11
6.78446835150831,0.15
5.81717108160019,0.17
4.76402807912408,0.21
8.69326828511669,0.12
6.28054318168601,0.16
6.42107535897394,0.16
4.33750034073115,0.23
7.89961989197428,0.13
5.68690396254379,0.18
3.567122744771,0.28
6.09372443390409,0.16
4.29975864963896,0.23
7.90042139175265,0.13
6.72723389724342,0.15
5.61097954368013,0.18
6.79947781341051,0.15
7.5551104512774,0.13
5.89110030575855,0.17
6.02542831980544,0.17
5.2490439810016,0.19
5.91268493705862,0.17
7.55641733284947,0.13
7.42327672622542,0.13
5.06021902122558,0.2
4.98309526045492,0.2
7.72012637097912,0.13
4.53743570375855,0.22
7.64865275220472,0.13
8.86294115387541,0.11
5.89387588260676,0.17
3.99968114587807,0.25
4.60127225738249,0.22
5.50779975960042,0.18
7.627021332283,0.13
4.43881419192121,0.23
4.19040342971435,0.24
7.41309071589068,0.13
3.63718359104596,0.27
7.63376750887012,0.13
3.65043326636903,0.27
7.52819042034657,0.13
7.58967867885061,0.13
3.39521075882653,0.29
7.80838772130681,0.13
4.46239536586029,0.22
5.21529666171731,0.19
4.42770696946719,0.23
5.73849355132658,0.17
6.24035008265545,0.16
5.088105911744,0.2
8.37063882168396,0.12
4.82236872061151,0.21
6.07064139942522,0.16
5.63823939740495,0.18
